Workload,Spearman_Correlation
smallbank-1,0.8033630521148035
smallbank-10,0.7446093866435843
tpcc-2,0.8234172417472474
tpcc-8,0.6677976742255828
voter-16,0.738227299689749
voter-2,0.7610174380246694
ycsb-2400,0.7034725400748758
ycsb-600,0.6641158097053051
