system,workload,FDC
batik,corona,0.3190797277256986
batik,cranium,0.2800089783645006
batik,cubus,0.5204418702995793
batik,flame,0.5503914787450347
batik,france,0.36045983380071933
batik,frisco,0.4377718201305193
batik,jelly,0.34057436687062026
batik,karte,0.25177965410948394
batik,mandelbrot,0.42844035722711216
batik,strawberry,0.5828089882746991
batik,village,0.18776131120735784
