system,workload,local_optima_ratio,quality,max_basin,min_basin,hamming_r
h2,smallbank-1,0.0255885363357216,0.24435521741221924,215,0,2
h2,smallbank-10,0.02456499488229273,0.07089584321951949,364,0,2
h2,tpcc-2,0.024053224155578302,0.23216078379112087,302,0,2
h2,tpcc-8,0.028147389969293755,0.3159970486768811,173,0,2
h2,voter-16,0.030194472876151485,0.10055815805445781,194,0,2
h2,voter-2,0.02712384851586489,0.06004455632830895,172,0,2
h2,ycsb-2400,0.028147389969293755,0.2826550328407853,351,0,2
h2,ycsb-600,0.028147389969293755,0.37626225917470124,177,0,2
