system,workload,FDC
xz,ambivert,0.38070818736305195
xz,artificl,0.4596296513982301
xz,deepfield,-0.1983641319644129
xz,enwik8,-0.09929146830952941
xz,fannie_mae_500k,0.5661967696665385
xz,large,0.6123542210909801
xz,misc,0.2623792599546929
xz,silesia,0.3831500982782905
xz,uiq2-4,0.5035407348149664
xz,uiq2-8,0.4556192241064407
xz,uiq2-16,0.4499643523804115
xz,uiq-32,0.47864251400386554
xz,vmlinux-5,0.5645543465160717
