ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,81250.0
1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,87442.0
1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,73737.0
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,76041.0
0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,88132.2
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,64691.8
0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,100063.6
1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,92806.2
0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,71802.4
0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,63725.0
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,65327.6
0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,94454.2
0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,89282.0
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,80239.6
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,70428.2
0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,74357.2
0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,73658.2
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,78817.2
1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,71683.6
0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,72054.4
0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,72615.8
0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,76730.0
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,79414.2
0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,86654.0
1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,64027.6
1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,67032.4
1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,84057.0
0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,94305.2
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,58564.8
0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,74660.6
0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,66860.6
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,61385.8
0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,73501.6
0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,91841.0
1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,77367.6
1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,73233.4
0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,84078.0
0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,62857.4
1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,64929.8
1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,66912.4
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,78460.0
1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,100324.4
0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,81394.8
0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,85687.6
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67534.6
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,71380.6
0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,87542.2
0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,73645.2
0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,72316.6
1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,81930.2
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,61956.6
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,57985.6
0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,77033.6
1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,67963.4
1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,90354.4
0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,94380.8
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,65541.6
1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,89357.8
1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,83411.0
0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,85143.4
1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,76478.6
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,68760.4
1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,65160.2
1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,65091.6
0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,94994.2
0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,68119.2
0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,81285.2
1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,75475.4
1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,77130.2
1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,77647.0
0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,96214.4
1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,87436.0
0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,80491.6
0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,87442.0
1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,97254.8
0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,74239.0
0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,81095.0
1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,78630.6
1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,76891.8
1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,73045.4
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,72043.4
0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,70781.0
0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,69237.6
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,75567.0
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,83435.0
0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,90331.0
1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,90262.6
0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,68936.2
1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,78500.2
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,70313.6
0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,70416.6
1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,86141.0
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,89042.0
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,68536.8
1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,73209.0
0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,86210.4
1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,78559.8
1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,79424.0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,73325.6
0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,82592.8
0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,82258.8
1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,77329.4
0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,89706.6
0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,91889.0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,77678.8
1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,90875.0
0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,83674.6
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,81644.8
1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,83878.4
0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,89870.8
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,59307.6
0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,76955.2
0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,90110.6
1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,75710.2
1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,69081.4
0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,89452.8
0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,87683.2
0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,84578.8
0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,90760.6
0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,79628.2
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,67375.4
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,66468.2
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,67591.6
1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,86352.2
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,97110.2
0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,73411.2
0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,95029.4
0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,80945.0
1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,77701.0
0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,85014.6
0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,77664.2
1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,73020.0
1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,81959.8
1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,86045.6
0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,84226.2
0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,80165.2
0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,79892.6
0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,71127.8
0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,78284.2
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,59504.0
1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,65763.6
0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,80697.6
1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,72567.6
1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,74431.2
0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,85635.0
0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,65229.6
1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,72676.6
1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,97739.2
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,88313.2
0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,65389.6
0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,76820.6
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,76452.0
1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,91296.8
1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,69078.4
1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,81772.4
1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,76274.6
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,73716.0
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,70373.0
0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,75391.8
1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,74878.8
1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,75099.4
0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,64703.6
1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,73152.8
1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,72188.0
0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,63745.0
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,93230.2
1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,68085.4
1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,74510.6
1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,70328.8
0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,75872.2
1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,96361.0
0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,84655.4
0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,85878.4
1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,81863.6
1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,69639.2
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,80223.2
0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,78973.8
1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,76162.8
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,80256.2
0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,75943.0
0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,92837.6
0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,84736.6
1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,64373.8
1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,78311.0
1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,83538.4
1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,79908.2
1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,86014.8
0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,97860.0
1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,87707.4
1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,82654.6
1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,79344.2
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,68735.6
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,83337.4
1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,95054.8
0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,72805.4
1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,82235.4
0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,90947.0
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,81618.2
0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,86954.4
0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,73535.8
0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,95401.0
0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,74765.8
0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,69192.6
0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,80821.8
1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,78773.0
1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,87290.6
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,66567.8
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,73036.4
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,87018.6
1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,68499.6
1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,76345.8
1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,88104.6
1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,87599.4
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,95492.8
0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,85105.6
1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,93401.0
1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,80756.6
1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,69188.2
1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,71016.8
1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,67558.6
0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,72603.2
1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,88645.2
0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,69095.2
1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,96976.0
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,68030.2
1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,87472.4
0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,79991.8
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,66212.4
0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,67166.0
0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,62901.4
0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,68533.4
1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,75468.6
0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,70349.2
1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,88385.4
1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,79334.0
1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,83297.0
0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,89897.2
1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,90046.2
0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,89125.0
0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,65257.8
0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,80005.8
1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,83500.0
1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,78872.8
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,89135.4
1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,83901.4
1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,94128.4
0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,82228.6
1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,69282.6
0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,73551.8
1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,75221.0
0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,85457.4
0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,72382.6
1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,76030.6
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,60774.8
1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,91137.6
1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,69366.8
1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,69764.0
0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,94237.8
1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,88601.2
1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,85440.4
0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,90944.6
1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,83115.6
0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,83708.4
1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,83374.6
1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,93600.4
0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,72258.0
0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,73409.8
1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,81230.8
1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,92073.6
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,94564.2
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,71946.2
0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,74600.0
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,84281.6
0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,89999.2
1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,76920.8
1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,73712.6
1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,74340.6
0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,70858.8
1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,81497.2
0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,72043.0
1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,75853.4
1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,81829.0
0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,80994.8
1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,78182.8
0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,88364.6
1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,71002.6
0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,63429.0
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,76283.2
1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,86129.0
1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,65259.0
1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,88914.6
0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,86949.4
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,65266.2
1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,73337.0
0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,98472.8
1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,78341.4
0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,73920.2
0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,74995.0
1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,72591.0
0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,86922.0
0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,88181.8
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,65464.4
0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,70454.6
1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,82691.2
0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,89680.8
1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,63028.2
1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,77000.4
0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,79265.8
0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,77471.6
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,71046.6
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,94655.0
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,70456.8
1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,84877.2
0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,83200.2
0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,75104.2
1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,82296.2
1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,78885.6
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,72190.0
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,80656.4
0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,83757.0
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,81550.4
1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,77156.2
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,59321.4
0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,80049.6
1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,81399.4
0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,64300.2
1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,82226.4
1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,71134.2
0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,75221.6
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56711.8
0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,66894.0
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,88292.8
1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,72512.4
0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,67890.0
0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,89851.8
0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,92671.2
1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,78296.4
0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,68310.2
0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,83098.2
1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,77328.2
1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,68286.6
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,63585.8
0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,71857.0
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,80414.8
0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,80959.0
1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,87996.0
0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,75138.4
0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,83041.8
0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,86879.4
1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,79017.6
1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,83417.6
0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,72558.8
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,96464.6
0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,96653.6
1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,73677.2
1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,64835.4
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,69550.2
1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,87244.2
0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,87056.2
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,65411.2
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,76139.4
0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,75272.4
0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,59433.0
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,73597.6
1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,78587.4
1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,69934.8
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,77260.4
1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,71871.2
1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,82583.2
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,65509.0
1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,71789.2
0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,82675.6
1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,67158.8
0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,81903.4
1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,85486.0
