ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,74329.0
1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,77248.4
1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,80896.6
1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,63454.8
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,58912.0
0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,84301.8
0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,66706.6
1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,82661.2
0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,79687.0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,63585.8
1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,66214.8
0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,88886.4
1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,69190.2
0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,87824.2
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,79798.2
1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,79305.6
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,87802.0
0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,76723.6
1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,79579.6
1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,84405.8
0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,84560.2
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59751.8
1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,81163.8
1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,82833.4
0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,70179.8
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,61084.8
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,76349.8
1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,70901.0
0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,94866.0
1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,61153.0
1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,89154.6
1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,73706.6
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,63579.4
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,66383.4
1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,69244.8
0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,81606.6
0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,62322.2
0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,78423.6
0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,94475.4
1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,88770.2
1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,91970.4
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,66766.0
0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,85690.8
0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,67939.2
0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,80637.2
1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,81017.2
1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,73330.2
0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,90541.6
0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,77726.6
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,79248.8
1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,90207.2
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,77053.6
1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,80608.6
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,81005.4
0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,79139.6
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,63590.2
0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,84362.4
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,64038.8
0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,84266.6
0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,79947.4
0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58292.4
1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,64529.8
0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,73917.0
1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,72395.4
0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,74751.0
0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,77037.0
0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,83704.8
0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,90160.4
1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,86151.4
0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,70643.4
0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,78320.4
1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,84216.2
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,68646.4
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,56528.6
0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,71140.4
1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,81640.6
1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,69811.8
0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,69320.6
1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,60051.2
1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,71548.0
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,70493.6
1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,72921.6
1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,65487.2
0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,63913.2
1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,67236.2
0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,85861.0
0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,85667.0
0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,86145.2
0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,70004.2
0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,81177.0
0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,73045.4
0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,73863.0
1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,60636.8
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63148.2
1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,67489.8
0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,74195.2
1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,76290.4
1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,70204.0
1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,76628.2
1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,87585.4
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,87880.8
0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,84144.4
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,68428.6
1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,79650.4
0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,73456.6
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,76658.8
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,84744.0
1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,84980.0
1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,89460.0
1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,77666.2
1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,78517.6
0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,89797.4
1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,69191.0
0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,82341.4
0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,78828.6
0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,74025.4
0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,64687.8
0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,90008.2
0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,69459.2
0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,60259.6
1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,94762.0
0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,72877.4
1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,84942.2
0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,73717.6
0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,65882.2
0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,83707.2
0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,78857.6
0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,78238.8
0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,88277.8
1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,88348.0
1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,72221.0
0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,88105.6
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,82924.0
0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,74499.4
0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,66256.4
1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,77152.6
0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,76264.8
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,85621.2
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,85613.0
0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,67615.6
0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,78234.6
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,62650.6
1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,74365.8
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,73829.8
0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,86134.0
1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,63266.4
1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,78429.0
0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,82004.6
1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,85648.2
1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,75391.6
1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,59866.0
0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,80256.0
1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,95294.4
0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,90786.8
0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,77253.4
0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,78209.4
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,86077.0
1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,69773.6
0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,85718.2
1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,65724.8
1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,83751.6
1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,72475.8
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,76260.2
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,59745.2
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,64777.4
0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,73921.2
0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,85753.2
0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,62992.8
1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,87314.8
1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,74865.8
1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,70997.0
0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,60641.2
1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,88842.6
0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,75331.6
0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,88640.4
0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,77222.8
1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,90007.6
1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,70831.2
0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,80196.6
1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,81952.8
0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,89560.8
1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,76289.0
0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,72247.0
1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,75911.4
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,67658.4
0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,79905.2
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,97783.6
0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,71887.0
1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,68924.8
1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,84993.6
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,67705.0
0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,73660.0
1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,86460.2
0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,71608.2
0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,71179.0
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,62771.6
1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,59697.2
0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,66331.6
1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,63505.0
1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,90794.2
0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,93165.2
1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,80343.4
1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,80070.2
1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,74475.0
1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,86149.0
0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,71854.2
0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,74513.2
1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,73845.0
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,66746.8
1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,71581.0
1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,87431.0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,80095.4
1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,66263.8
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,74809.8
0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,90695.8
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,59428.6
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,83808.4
1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,87429.2
1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,68586.0
0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,81128.6
0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,79593.6
0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,74880.8
0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,71371.8
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,92483.4
1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,87827.6
1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,74281.2
0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,86423.0
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,75279.6
0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,87764.4
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,86159.8
1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,87526.4
1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,68157.2
1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,71190.6
0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,69679.2
1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,73631.6
0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,83996.0
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,66505.2
0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,90491.8
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,59727.0
0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,65555.2
0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,95702.8
0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,79652.4
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,85697.2
1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,91379.6
1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,70046.2
1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,75974.8
1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,86391.2
1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,92069.2
1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,70167.6
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,66977.0
1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,72937.2
1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,89539.0
1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,83726.8
0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,96704.2
0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,72481.6
1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,73006.6
1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,79289.6
1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,69943.8
1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,85620.0
1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,71686.2
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,86452.4
1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,74053.8
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,75387.8
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,79571.0
1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,71723.8
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,68502.0
1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,73523.2
0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,82424.6
0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,75247.0
1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,86253.8
0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,64277.8
1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,87829.8
0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,82016.6
1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,68463.2
0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,90792.8
1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,87069.0
0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,78353.0
1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,85336.2
1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,68048.8
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,71042.2
1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,87379.8
1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,68733.4
0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,82073.4
0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,88708.4
0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,81135.0
1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,60508.6
0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,89875.0
1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,73012.4
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,69979.0
0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,78270.8
1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,82758.2
0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,79669.8
0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,63549.0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,66213.4
0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,85844.2
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,74745.6
1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,86851.0
1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,71945.4
1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,89205.6
0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,79034.0
0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,67158.2
1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,60127.8
0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,75061.0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71040.4
0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,74258.8
1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,74118.2
0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,86718.8
1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,67178.6
1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,64777.8
1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,92092.8
0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,68410.4
1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,76693.4
0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,71605.0
1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,93935.6
1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,76361.6
