system,workload,local_optima_ratio,quality,max_basin,min_basin,hamming_r
a_7z,7z,0.0017773892773892774,0.9110355217717453,13978,65,1
a_7z,7z_large,0.007575757575757576,0.857372385704404,2136,10,1
a_7z,7z_medium,0.039627039627039624,0.545040364980488,294,0,1
a_7z,7z_small,0.009324009324009324,0.9199275688771131,823,13,2
