Workload,Spearman_Correlation
ambivert,0.4291831629165436
artificl,1.0
deepfield,0.4033215024671124
enwik8,0.6932435840636394
fannie_mae_500k,0.40097255235292467
large,0.6000701510335277
misc,0.7828226751650192
silesia,0.3745643384038623
uiq2-4,0.573918468419764
uiq2-8,0.42150255826955757
uiq2-16,0.6001824250625526
uiq-32,0.3275833877429332
vmlinux-5,0.3988974211416872
