MemoryLimit,Nice,Depth,Dict,Dist,Multithreading,BlockSize,FlushTimeout,PositionBits,check,mfs,Literal Context Bits,time
1,1,1,1,1,0,1,1,0,3,3,15,0.03
1,1,1,1,1,1,0,0,0,3,3,2,0.05
1,1,1,1,1,1,1,0,0,4,3,15,0.03
1,1,1,1,1,1,1,0,0,3,5,4,0.02
0,0,0,0,0,0,0,0,0,1,4,11,0.03
0,0,0,0,0,0,0,0,0,1,5,7,0.03
0,0,0,0,0,0,0,0,0,1,1,6,0.02
0,0,0,0,0,0,0,0,0,1,2,10,0.03
0,0,0,0,0,0,0,0,0,1,3,14,0.03
0,0,0,0,0,0,0,0,0,1,3,1,0.04
0,0,0,0,0,0,0,0,0,1,4,2,0.01
0,0,0,0,0,0,0,0,0,1,3,3,0.02
0,0,0,0,0,0,0,0,0,1,3,4,0.03
0,0,0,0,0,0,0,0,0,1,2,5,0.02
0,0,0,0,0,0,0,0,0,1,2,6,0.01
0,0,0,0,0,0,0,0,1,1,5,7,0.02
0,0,0,0,0,0,0,0,0,1,4,8,0.01
0,0,0,0,0,0,0,0,0,1,4,9,0.03
0,0,0,0,0,0,0,0,0,1,3,10,0.01
0,0,0,0,0,0,0,0,0,1,5,11,0.03
0,0,0,0,0,0,0,0,0,1,3,12,0.02
0,0,0,0,0,0,0,0,0,1,2,13,0.03
0,0,0,0,0,0,0,0,0,1,5,14,0.01
0,0,0,0,0,0,0,0,0,1,1,15,0.03
1,0,0,0,0,0,0,0,0,1,3,15,0.02
0,1,0,0,0,0,0,0,0,1,3,1,0.03
0,0,1,0,0,0,0,0,0,1,5,6,0.01
0,0,0,1,0,0,0,0,0,1,4,3,0.02
0,0,0,0,1,0,0,0,0,1,4,5,0.03
0,0,0,0,0,1,0,0,0,1,3,12,0.04
0,0,0,0,0,0,1,0,0,1,3,14,0.01
0,0,0,0,0,0,0,1,0,1,2,6,0.03
0,0,0,0,0,0,0,0,1,1,5,1,0.01
0,0,0,0,0,0,0,0,0,2,4,8,0.03
0,0,0,0,0,0,0,0,0,2,5,8,0.03
0,0,0,0,0,0,0,0,0,2,1,12,0.02
0,0,0,0,0,0,0,0,0,2,2,12,0.03
0,0,0,0,0,0,0,0,0,2,3,8,0.02
0,0,0,0,0,0,0,0,0,2,1,1,0.03
0,0,0,0,0,0,0,0,0,2,1,2,0.02
0,0,0,0,0,0,0,0,0,2,1,3,0.02
0,0,0,0,0,0,0,0,0,2,3,4,0.02
0,0,0,0,0,0,0,0,0,2,5,5,0.03
0,0,0,0,0,0,0,0,0,2,4,6,0.01
0,0,0,0,0,0,0,0,0,2,4,7,0.01
0,0,0,0,0,0,0,0,1,2,5,8,0.03
0,0,0,0,0,0,0,0,0,2,4,9,0.01
0,0,0,0,0,0,0,0,0,2,3,10,0.01
0,0,0,0,0,0,0,0,0,2,4,11,0.02
0,0,0,0,0,0,0,0,0,2,5,12,0.03
0,0,0,0,0,0,0,0,0,2,1,13,0.02
0,0,0,0,0,0,0,0,0,2,4,14,0.01
0,0,0,0,0,0,0,0,0,2,5,15,0.02
1,0,0,0,0,0,0,0,0,2,4,9,0.03
0,1,0,0,0,0,0,0,0,2,2,10,0.03
0,0,1,0,0,0,0,0,0,2,3,14,0.01
0,0,0,1,0,0,0,0,0,2,1,1,0.04
0,0,0,0,1,0,0,0,0,2,1,1,0.03
0,0,0,0,0,1,0,0,0,2,4,1,0.03
0,0,0,0,0,0,1,0,0,2,4,1,0.01
0,0,0,0,0,0,0,1,0,2,3,2,0.03
0,0,0,0,0,0,0,0,1,2,2,2,0.03
0,0,0,0,0,0,0,0,0,4,4,15,0.03
0,0,0,0,0,0,0,0,0,4,5,13,0.02
0,0,0,0,0,0,0,0,0,4,1,2,0.02
0,0,0,0,0,0,0,0,0,4,2,15,0.03
0,0,0,0,0,0,0,0,0,4,3,10,0.03
0,0,0,0,0,0,0,0,0,4,1,1,0.02
0,0,0,0,0,0,0,0,0,4,4,2,0.03
0,0,0,0,0,0,0,0,0,4,3,3,0.03
0,0,0,0,0,0,0,0,0,4,4,4,0.02
0,0,0,0,0,0,0,0,0,4,1,5,0.02
0,0,0,0,0,0,0,0,0,4,1,6,0.02
0,0,0,0,0,0,0,0,0,4,4,7,0.03
0,0,0,0,0,0,0,0,0,4,3,8,0.03
0,0,0,0,0,0,0,0,0,4,3,9,0.02
0,0,0,0,0,0,0,0,0,4,2,10,0.03
0,0,0,0,0,0,0,0,0,4,1,11,0.03
0,0,0,0,0,0,0,0,0,4,1,12,0.03
0,0,0,0,0,0,0,0,0,4,4,13,0.01
0,0,0,0,0,0,0,0,0,4,1,14,0.03
0,0,0,0,0,0,0,0,0,4,3,15,0.03
1,0,0,0,0,0,0,0,0,4,5,13,0.02
0,1,0,0,0,0,0,0,0,4,3,1,0.02
0,0,1,0,0,0,0,0,0,4,3,1,0.02
0,0,0,1,0,0,0,0,0,4,2,4,0.02
0,0,0,0,1,0,0,0,0,4,3,4,0.03
0,0,0,0,0,1,0,0,0,4,5,8,0.01
0,0,0,0,0,0,1,0,0,4,3,13,0.02
0,0,0,0,0,0,0,1,0,4,4,11,0.02
0,0,0,0,0,0,0,0,1,4,4,14,0.03
0,0,0,0,0,0,0,0,0,3,4,7,0.01
0,0,0,0,0,0,0,0,0,3,5,6,0.03
0,0,0,0,0,0,0,0,0,3,1,3,0.04
0,0,0,0,0,0,0,0,0,3,2,6,0.02
0,0,0,0,0,0,0,0,0,3,3,8,0.02
0,0,0,0,0,0,0,0,0,3,4,1,0.01
0,0,0,0,0,0,0,0,0,3,5,2,0.02
0,0,0,0,0,0,0,0,0,3,4,3,0.01
0,0,0,0,0,0,0,0,0,3,3,4,0.01
0,0,0,0,0,0,0,0,0,3,4,5,0.01
0,0,0,0,0,0,0,0,0,3,4,6,0.03
0,0,0,0,0,0,0,0,1,3,4,7,0.01
0,0,0,0,0,0,0,0,1,3,3,8,0.01
0,0,0,0,0,0,0,0,0,3,3,9,0.04
0,0,0,0,0,0,0,0,0,3,5,10,0.03
0,0,0,0,0,0,0,0,0,3,1,11,0.03
0,0,0,0,0,0,0,0,0,3,2,12,0.01
0,0,0,0,0,0,0,0,0,3,5,13,0.03
0,0,0,0,0,0,0,0,0,3,1,14,0.04
0,0,0,0,0,0,0,0,0,3,3,15,0.03
1,0,0,0,0,0,0,0,0,3,4,12,0.01
0,1,0,0,0,0,0,0,0,3,4,13,0.03
0,0,1,0,0,0,0,0,0,3,4,14,0.03
0,0,0,1,0,0,0,0,0,3,2,4,0.03
0,0,0,0,1,0,0,0,0,3,2,3,0.02
0,0,0,0,0,1,0,0,0,3,3,1,0.02
0,0,0,0,0,0,1,0,0,3,3,15,0.03
0,0,0,0,0,0,0,1,0,3,3,1,0.04
0,0,0,0,0,0,0,0,1,3,3,15,0.01
0,0,0,0,0,0,0,0,1,3,4,1,0.01
0,0,0,0,0,0,0,0,1,4,4,2,0.03
0,0,0,0,0,0,0,0,1,3,4,3,0.01
0,0,0,0,0,0,0,0,0,3,4,4,0.01
0,0,0,0,0,0,0,0,0,2,4,5,0.02
0,0,0,0,0,0,0,0,0,4,4,6,0.03
0,0,0,0,0,0,0,0,1,4,4,7,0.03
0,0,0,0,0,0,0,0,1,1,4,8,0.01
0,0,0,0,0,0,0,0,0,4,4,9,0.03
0,0,0,0,0,0,0,0,0,3,4,10,0.03
0,0,0,0,0,0,0,0,1,1,4,11,0.03
0,0,0,0,0,0,0,0,0,3,4,12,0.01
0,0,0,0,0,0,0,0,0,1,4,13,0.03
0,0,0,0,0,0,0,0,1,2,4,14,0.02
0,0,0,0,0,0,0,0,1,4,4,15,0.03
1,0,0,0,0,0,0,0,0,3,4,3,0.01
0,1,0,0,0,0,0,0,0,1,4,4,0.02
0,0,1,0,0,0,0,0,0,3,4,7,0.03
0,0,0,1,0,0,0,0,0,2,4,13,0.02
0,0,0,0,1,0,0,0,0,4,4,15,0.01
0,0,0,0,0,1,0,0,0,1,4,15,0.03
0,0,0,0,0,0,1,0,0,2,4,7,0.03
0,0,0,0,0,0,0,1,0,1,4,14,0.03
0,0,0,0,0,0,0,0,1,2,4,2,0.01
0,0,0,0,0,0,0,0,0,2,5,1,0.03
0,0,0,0,0,0,0,0,0,4,5,2,0.03
0,0,0,0,0,0,0,0,0,3,5,3,0.03
0,0,0,0,0,0,0,0,0,3,5,4,0.01
0,0,0,0,0,0,0,0,0,4,5,5,0.02
0,0,0,0,0,0,0,0,1,3,5,6,0.03
0,0,0,0,0,0,0,0,1,2,5,7,0.03
0,0,0,0,0,0,0,0,0,1,5,8,0.01
0,0,0,0,0,0,0,0,0,3,5,9,0.03
0,0,0,0,0,0,0,0,1,3,5,10,0.03
0,0,0,0,0,0,0,0,0,4,5,11,0.03
0,0,0,0,0,0,0,0,1,2,5,12,0.01
0,0,0,0,0,0,0,0,0,1,5,13,0.03
0,0,0,0,0,0,0,0,0,3,5,14,0.03
0,0,0,0,0,0,0,0,0,4,5,15,0.02
1,0,0,0,0,0,0,0,0,2,5,7,0.01
0,1,0,0,0,0,0,0,0,2,5,13,0.02
0,0,1,0,0,0,0,0,0,3,5,7,0.01
0,0,0,1,0,0,0,0,0,1,5,14,0.02
0,0,0,0,1,0,0,0,0,2,5,9,0.01
0,0,0,0,0,1,0,0,0,4,5,3,0.03
0,0,0,0,0,0,1,0,0,2,5,12,0.03
0,0,0,0,0,0,0,1,0,3,5,1,0.03
0,0,0,0,0,0,0,0,1,1,5,15,0.01
0,0,0,0,0,0,0,0,0,3,1,1,0.02
0,0,0,0,0,0,0,0,0,1,1,2,0.04
0,0,0,0,0,0,0,0,1,3,1,3,0.03
0,0,0,0,0,0,0,0,0,2,1,4,0.02
0,0,0,0,0,0,0,0,1,4,1,5,0.03
0,0,0,0,0,0,0,0,0,3,1,6,0.03
0,0,0,0,0,0,0,0,0,1,1,7,0.03
0,0,0,0,0,0,0,0,0,4,1,8,0.02
0,0,0,0,0,0,0,0,0,1,1,9,0.03
0,0,0,0,0,0,0,0,0,2,1,10,0.03
0,0,0,0,0,0,0,0,1,3,1,11,0.03
0,0,0,0,0,0,0,0,0,3,1,12,0.02
0,0,0,0,0,0,0,0,0,1,1,13,0.04
0,0,0,0,0,0,0,0,0,2,1,14,0.02
0,0,0,0,0,0,0,0,0,4,1,15,0.03
1,0,0,0,0,0,0,0,0,1,1,15,0.02
0,1,0,0,0,0,0,0,0,4,1,11,0.02
0,0,1,0,0,0,0,0,0,2,1,2,0.02
0,0,0,1,0,0,0,0,0,1,1,10,0.03
0,0,0,0,1,0,0,0,0,1,1,15,0.02
0,0,0,0,0,1,0,0,0,4,1,2,0.03
0,0,0,0,0,0,1,0,0,1,1,13,0.03
0,0,0,0,0,0,0,1,0,1,1,9,0.02
0,0,0,0,0,0,0,0,1,2,1,15,0.02
0,0,0,0,0,0,0,0,0,1,2,1,0.03
0,0,0,0,0,0,0,0,0,4,2,2,0.03
0,0,0,0,0,0,0,0,0,2,2,3,0.03
0,0,0,0,0,0,0,0,0,2,2,4,0.01
0,0,0,0,0,0,0,0,0,2,2,5,0.03
0,0,0,0,0,0,0,0,0,4,2,6,0.02
0,0,0,0,0,0,0,0,0,2,2,7,0.03
0,0,0,0,0,0,0,0,0,1,2,8,0.01
0,0,0,0,0,0,0,0,0,1,2,9,0.02
0,0,0,0,0,0,0,0,1,4,2,10,0.03
0,0,0,0,0,0,0,0,0,3,2,11,0.03
0,0,0,0,0,0,0,0,1,2,2,12,0.01
0,0,0,0,0,0,0,0,0,3,2,13,0.02
0,0,0,0,0,0,0,0,0,4,2,14,0.02
0,0,0,0,0,0,0,0,0,1,2,15,0.03
1,0,0,0,0,0,0,0,0,2,2,4,0.01
0,1,0,0,0,0,0,0,0,2,2,2,0.03
0,0,1,0,0,0,0,0,0,3,2,15,0.03
0,0,0,1,0,0,0,0,0,3,2,14,0.03
0,0,0,0,1,0,0,0,0,3,2,15,0.02
0,0,0,0,0,1,0,0,0,2,2,14,0.03
0,0,0,0,0,0,1,0,0,1,2,3,0.03
0,0,0,0,0,0,0,1,0,2,2,1,0.03
0,0,0,0,0,0,0,0,1,4,2,2,0.01
0,0,0,0,0,0,0,0,0,2,3,1,0.02
0,0,0,0,0,0,0,0,0,1,3,2,0.03
0,0,0,0,0,0,0,0,1,1,3,3,0.03
0,0,0,0,0,0,0,0,1,1,3,4,0.02
0,0,0,0,0,0,0,0,0,1,3,5,0.02
0,0,0,0,0,0,0,0,0,1,3,6,0.04
0,0,0,0,0,0,0,0,0,4,3,7,0.03
0,0,0,0,0,0,0,0,1,4,3,8,0.02
0,0,0,0,0,0,0,0,0,1,3,9,0.03
0,0,0,0,0,0,0,0,1,2,3,10,0.03
0,0,0,0,0,0,0,0,0,3,3,11,0.03
0,0,0,0,0,0,0,0,0,2,3,12,0.01
0,0,0,0,0,0,0,0,0,1,3,13,0.03
0,0,0,0,0,0,0,0,1,1,3,14,0.04
0,0,0,0,0,0,0,0,1,4,3,15,0.02
1,0,0,0,0,0,0,0,0,2,3,11,0.02
0,1,0,0,0,0,0,0,0,4,3,6,0.03
0,0,1,0,0,0,0,0,0,1,3,15,0.02
0,0,0,1,0,0,0,0,0,2,3,14,0.03
0,0,0,0,1,0,0,0,0,2,3,8,0.02
0,0,0,0,0,1,0,0,0,3,3,8,0.03
0,0,0,0,0,0,1,0,1,1,3,14,0.03
0,0,0,0,0,0,0,1,0,1,3,1,0.03
0,0,0,0,0,0,0,0,1,3,3,4,0.01
1,0,0,0,0,0,0,0,0,1,4,1,0.01
0,1,0,0,0,0,0,0,0,3,3,1,0.04
0,0,1,0,0,0,0,0,1,4,3,1,0.04
0,0,0,1,0,0,0,0,0,2,3,1,0.02
0,0,0,0,1,0,0,0,0,4,3,1,0.02
0,0,0,0,0,1,0,0,0,1,3,1,0.03
0,0,0,0,0,0,1,0,0,3,4,1,0.03
0,0,0,0,0,0,0,1,0,4,4,1,0.01
0,0,0,0,0,0,0,0,1,1,3,1,0.02
1,0,0,0,0,0,0,0,0,2,5,2,0.03
0,1,0,0,0,0,0,0,0,3,4,2,0.03
0,0,1,0,0,0,0,0,0,1,3,2,0.01
0,0,0,1,0,0,0,0,0,2,4,2,0.02
0,0,0,0,1,0,0,0,0,4,3,2,0.03
0,0,0,0,0,1,0,0,0,1,4,2,0.02
0,0,0,0,0,0,1,0,0,3,5,2,0.01
0,0,0,0,0,0,0,1,0,3,2,2,0.02
0,0,0,0,0,0,0,0,1,4,1,2,0.03
1,0,0,0,0,0,0,0,0,1,1,3,0.03
0,1,0,0,0,0,0,0,0,3,3,3,0.02
0,0,1,0,0,0,0,0,0,3,3,3,0.03
0,0,0,1,0,0,0,0,0,4,2,3,0.03
0,0,0,0,1,0,0,0,0,4,4,3,0.03
0,0,0,0,0,1,0,0,0,3,1,3,0.02
0,0,0,0,0,0,1,0,0,3,3,3,0.02
0,0,0,0,0,0,0,1,0,4,3,3,0.03
0,0,0,0,0,0,0,0,1,2,3,3,0.04
1,0,0,0,0,0,0,0,0,2,4,4,0.01
0,1,0,0,0,0,0,0,0,4,4,4,0.02
0,0,1,0,0,0,0,0,0,1,3,4,0.02
0,0,0,1,0,0,0,0,0,3,4,4,0.03
0,0,0,0,1,0,0,0,0,1,3,4,0.02
0,0,0,0,0,1,0,0,0,1,3,4,0.03
0,0,0,0,0,0,1,0,0,3,5,4,0.02
0,0,0,0,0,0,0,1,0,1,3,4,0.02
0,0,0,0,0,0,0,0,1,3,5,4,0.01
1,0,0,0,0,0,0,0,0,4,3,5,0.02
0,1,0,0,0,0,0,0,0,1,4,5,0.02
0,0,1,0,0,0,0,0,0,4,1,5,0.03
0,0,0,1,0,0,0,0,0,4,3,5,0.03
0,0,0,0,1,0,0,0,0,4,5,5,0.02
0,0,0,0,0,1,0,0,0,2,4,5,0.03
0,0,0,0,0,0,1,0,0,4,3,5,0.02
0,0,0,0,0,0,0,1,0,1,3,5,0.01
0,0,0,0,0,0,0,0,1,2,3,5,0.02
1,0,0,0,0,0,0,0,0,1,3,6,0.02
0,1,0,0,0,0,0,0,0,2,3,6,0.02
0,0,1,0,0,0,0,0,0,2,3,6,0.02
0,0,0,1,0,0,0,0,0,2,2,6,0.02
0,0,0,0,1,0,0,0,0,4,3,6,0.03
0,0,0,0,0,1,0,0,0,2,3,6,0.03
0,0,0,0,0,0,1,0,0,2,3,6,0.02
0,0,0,0,0,0,0,1,0,4,3,6,0.04
0,0,0,0,0,0,0,0,1,4,1,6,0.02
1,0,0,0,0,0,0,0,0,2,4,7,0.03
0,1,0,0,0,0,0,0,0,1,4,7,0.03
0,0,1,0,0,0,0,0,0,2,1,7,0.02
0,0,0,1,0,0,0,0,0,4,3,7,0.03
0,0,0,0,1,0,0,0,0,3,5,7,0.01
0,0,0,0,0,1,0,0,0,3,4,7,0.03
0,0,0,0,0,0,1,0,0,1,4,7,0.01
0,0,0,0,0,0,0,1,0,4,3,7,0.02
0,0,0,0,0,0,0,0,1,4,3,7,0.03
1,0,0,0,0,0,0,0,0,2,3,8,0.01
0,1,0,0,0,0,0,0,0,1,3,8,0.03
0,0,1,0,0,0,0,0,0,4,3,8,0.04
0,0,0,1,0,0,0,0,0,4,2,8,0.03
0,0,0,0,1,0,0,0,0,4,2,8,0.04
0,0,0,0,0,1,0,0,0,2,3,8,0.02
0,0,0,0,0,0,1,0,0,4,1,8,0.02
0,0,0,0,0,0,0,1,0,4,3,8,0.02
0,0,0,0,0,0,0,0,1,2,2,8,0.03
1,0,0,0,0,0,0,0,0,1,1,9,0.02
0,1,0,0,0,0,0,0,0,3,3,9,0.02
0,0,1,0,0,0,0,0,0,2,3,9,0.03
0,0,0,1,0,0,0,0,0,2,3,9,0.03
0,0,0,0,1,0,0,0,0,3,4,9,0.03
0,0,0,0,0,1,0,0,0,4,2,9,0.04
0,0,0,0,0,0,1,0,0,4,3,9,0.02
0,0,0,0,0,0,0,1,0,3,3,9,0.03
0,0,0,0,0,0,0,0,1,3,3,9,0.03
1,0,0,0,0,0,0,0,0,3,1,10,0.02
0,1,0,0,0,0,0,0,0,1,3,10,0.02
0,0,1,0,0,0,0,0,0,4,4,10,0.01
0,0,0,1,0,0,0,0,0,3,3,10,0.03
0,0,0,0,1,0,0,0,0,4,4,10,0.03
0,0,0,0,0,1,0,0,0,3,3,10,0.03
0,0,0,0,0,0,1,0,0,4,3,10,0.03
0,0,0,0,0,0,0,1,0,1,3,10,0.01
0,0,0,0,0,0,0,0,1,2,5,10,0.03
1,0,0,0,0,0,0,0,0,4,4,11,0.03
0,1,0,0,0,0,0,0,0,1,2,11,0.03
0,0,1,0,0,0,0,0,0,1,3,11,0.03
0,0,0,1,0,0,0,0,0,3,3,11,0.03
0,0,0,0,1,0,0,0,0,1,3,11,0.02
0,0,0,0,0,1,0,0,0,4,3,11,0.03
0,0,0,0,0,0,1,0,0,2,5,11,0.02
0,0,0,0,0,0,0,1,0,4,3,11,0.02
0,0,0,0,0,0,0,0,1,4,1,11,0.02
1,0,0,0,0,0,0,0,0,3,3,12,0.04
0,1,0,0,0,0,0,0,0,4,3,12,0.04
0,0,1,0,0,0,0,0,0,4,1,12,0.02
0,0,0,1,0,0,0,0,0,1,3,12,0.02
0,0,0,0,1,0,0,0,0,4,3,12,0.03
0,0,0,0,0,1,0,0,0,1,4,12,0.01
0,0,0,0,0,0,1,0,0,2,3,12,0.04
0,0,0,0,0,0,0,1,0,2,4,12,0.03
0,0,0,0,0,0,0,0,1,4,1,12,0.03
1,0,0,0,0,0,0,0,0,1,2,13,0.01
0,1,0,0,0,0,0,0,0,3,3,13,0.02
0,0,1,0,0,0,0,0,0,2,5,13,0.01
0,0,0,1,0,0,0,0,0,4,5,13,0.03
0,0,0,0,1,0,0,0,0,1,3,13,0.04
0,0,0,0,0,1,0,0,0,2,4,13,0.02
0,0,0,0,0,0,1,0,1,4,3,13,0.02
0,0,0,0,0,0,0,1,0,3,4,13,0.03
0,0,0,0,0,0,0,0,1,1,3,13,0.01
1,0,0,0,0,0,0,0,0,4,2,14,0.03
0,1,0,0,0,0,0,0,0,1,1,14,0.02
0,0,1,0,0,0,0,0,0,1,3,14,0.04
0,0,0,1,0,0,0,0,0,1,4,14,0.01
0,0,0,0,1,0,0,0,0,1,3,14,0.02
0,0,0,0,0,1,0,0,0,4,5,14,0.01
0,0,0,0,0,0,1,0,0,1,1,14,0.03
0,0,0,0,0,0,0,1,0,4,3,14,0.02
0,0,0,0,0,0,0,0,1,3,5,14,0.02
1,0,0,0,0,0,0,0,0,4,4,15,0.01
0,1,0,0,0,0,0,0,0,4,3,15,0.02
0,0,1,0,0,0,0,0,1,1,3,15,0.02
0,0,0,1,0,0,0,0,0,3,2,15,0.02
0,0,0,0,1,0,0,0,0,1,3,15,0.03
0,0,0,0,0,1,0,0,0,1,2,15,0.02
0,0,0,0,0,0,1,0,1,3,3,15,0.01
0,0,0,0,0,0,0,1,0,4,3,15,0.03
0,0,0,0,0,0,0,0,1,4,1,15,0.02
1,1,0,0,0,0,0,0,0,4,3,1,0.04
1,0,1,0,0,0,0,0,0,4,4,5,0.03
1,0,0,1,0,0,0,0,0,1,3,5,0.04
1,0,0,0,1,0,0,0,0,2,3,1,0.02
1,0,0,0,0,1,0,0,0,4,3,15,0.03
1,0,0,0,0,0,1,0,0,3,1,13,0.02
1,0,0,0,0,0,0,1,0,2,5,6,0.03
1,0,0,0,0,0,0,0,1,2,3,1,0.04
0,1,1,0,0,0,0,0,0,1,1,3,0.04
0,1,0,1,0,0,0,0,0,4,4,12,0.02
0,1,0,0,1,0,0,0,0,4,3,2,0.03
0,1,0,0,0,1,0,0,0,1,3,2,0.02
0,1,0,0,0,0,1,0,0,4,2,1,0.02
0,1,0,0,0,0,0,1,0,4,3,4,0.04
0,1,0,0,0,0,0,0,1,1,3,5,0.03
0,0,1,1,0,0,0,0,0,3,2,1,0.02
0,0,1,0,1,0,0,0,0,3,3,9,0.03
0,0,1,0,0,1,0,0,0,4,3,1,0.02
0,0,1,0,0,0,1,0,0,4,3,13,0.03
0,0,1,0,0,0,0,1,0,2,3,6,0.01
0,0,1,0,0,0,0,0,1,3,3,15,0.01
0,0,0,1,1,0,0,0,0,3,1,4,0.03
0,0,0,1,0,1,0,0,0,2,3,11,0.03
0,0,0,1,0,0,1,0,0,2,3,5,0.02
0,0,0,1,0,0,0,1,0,3,5,11,0.03
0,0,0,1,0,0,0,0,1,4,3,3,0.03
0,0,0,0,1,1,0,0,0,3,3,10,0.04
0,0,0,0,1,0,1,0,0,3,2,6,0.03
0,0,0,0,1,0,0,1,0,4,3,10,0.02
0,0,0,0,1,0,0,0,1,3,3,8,0.02
0,0,0,0,0,1,1,0,0,4,3,1,0.03
0,0,0,0,0,1,0,0,1,4,3,8,0.02
0,0,0,0,0,0,1,1,0,2,3,7,0.03
0,0,0,0,0,0,1,0,1,4,3,3,0.02
0,0,0,0,0,0,0,1,1,1,4,8,0.03
1,1,1,1,1,1,1,0,0,4,2,4,0.03
1,1,1,1,1,1,1,0,0,3,1,9,0.03
1,1,1,1,1,1,1,0,0,2,1,10,0.02
1,1,1,1,1,1,1,0,0,3,5,9,0.03
1,1,1,1,1,1,1,0,0,4,4,9,0.04
1,1,1,1,1,1,1,0,0,4,2,1,0.03
1,1,1,1,1,0,1,1,0,3,3,11,0.03
1,1,1,1,1,1,1,0,0,2,5,2,0.04
1,1,1,1,1,0,1,1,0,2,4,14,0.02
1,1,1,1,1,0,1,1,0,2,4,5,0.04
1,1,1,1,1,0,1,1,0,2,4,10,0.03
1,1,1,1,1,1,1,0,0,2,3,3,0.03
1,1,1,1,1,1,1,0,1,2,3,10,0.03
1,1,1,1,1,0,1,1,0,4,4,1,0.03
1,1,1,1,1,1,1,0,0,4,4,5,0.02
1,1,1,1,1,1,1,0,0,4,2,12,0.03
1,1,1,1,1,0,1,1,0,3,1,14,0.04
1,1,1,1,1,0,1,1,0,2,2,12,0.03
1,1,1,1,1,1,1,0,0,4,2,7,0.03
1,1,1,1,1,1,1,0,0,4,3,14,0.05
1,1,1,1,1,1,1,0,1,4,4,9,0.02
1,1,1,1,1,1,1,0,0,3,4,3,0.04
1,1,1,1,1,1,1,0,0,2,4,5,0.03
