system,workload,FDC
x264,Johnny_1280x720_60_short,-0.08308879199864673
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short,-0.015104858769084722
x264,blue_sky_1080p25_short,-0.01402734109172992
x264,pedestrian_area_1080p25_short,0.06453454798917538
x264,riverbed_1080p25_short,0.0312650202459
x264,sd_bridge_close_cif_short,0.15523607885847396
x264,sd_city_4cif_short,-0.045420084578997544
x264,sd_crew_cif_short,0.015406755219079575
x264,sintel_trailer_2k_720p24_short,0.14807171889527654
