system,workload,FDC
jump3r,beethoven,0.4385319160603903
jump3r,dual-channel,0.06675563627710551
jump3r,helix,0.3630137725291651
jump3r,single-channel,0.2674480800204259
jump3r,speech,0.442665290995025
jump3r,sweep,0.1174487539860057
