system,workload,autocorrelation
jump3r,beethoven,0.41095147002582544
jump3r,dual-channel,0.32029398052865404
jump3r,helix,0.3999975102489106
jump3r,single-channel,0.4197207849481775
jump3r,speech,0.44207136282414133
jump3r,sweep,0.437813652041432
