system,workload,FDC
h2,smallbank-1,0.6371733019575566
h2,smallbank-10,0.6266640845202086
h2,tpcc-2,0.640522344448669
h2,tpcc-8,0.25677404436954665
h2,voter-16,0.6369256179573414
h2,voter-2,0.6529720296320923
h2,ycsb-2400,0.4051458493931537
h2,ycsb-600,0.33561385894119694
