system,workload,local_optima_ratio,quality,max_basin,min_basin,hamming_r
x264,Johnny_1280x720_60_short,0.18021201413427562,0.09605580293955258,315,0,3
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short,0.1641503372952136,0.07151377134045996,555,0,3
x264,blue_sky_1080p25_short,0.17571474461933825,0.09791927315965568,753,0,3
x264,pedestrian_area_1080p25_short,0.17346610986186958,0.07540699926767708,642,0,3
x264,riverbed_1080p25_short,0.1760359781561195,0.09225316085462379,706,0,3
x264,sd_bridge_close_cif_short,0.2643752007709605,0.14554612655090435,534,0,3
x264,sd_city_4cif_short,0.19402505621586894,0.1376709829092074,725,0,3
x264,sd_crew_cif_short,0.24574365563764858,0.14278986232692623,527,0,3
x264,sintel_trailer_2k_720p24_short,0.2283970446514616,0.12901735654292207,571,0,3
