system,workload,local_optima_ratio,quality,max_basin,min_basin,hamming_r
a_LLVM,LLVM,3.0517578125e-05,0.9148981574866628,63903,1631,1
a_LLVM,LLVM_large,9.1552734375e-05,0.9253208791055458,22384,1677,2
a_LLVM,LLVM_medium,0.00018310546875,0.9092697412643987,13452,303,2
a_LLVM,LLVM_small,0.0006105006105006105,0.9306403663998806,3022,252,3
