Workload,Spearman_Correlation
corona,0.869757409859522
cranium,0.9160839160839163
cubus,0.8525472573205152
flame,0.7575757575757575
france,0.8313919404487208
frisco,0.7849173339760389
jelly,0.7142857142857143
karte,0.9131252996256677
mandelbrot,0.6456180093567035
strawberry,0.735565707852878
village,0.2
