Workload,Spearman_Correlation
AUFNIRA_z3,0.5868368683374969
LRA_formula_277,0.19999999999999998
QF_AUFBV_891_sqlite3,0.6
QF_AUFLIA_swap_t1_pp_nf_ai_00010_002,0.7999999999999999
QF_BV_bench_3176,0.8571428571428572
QF_BV_bench_935,0.8857142857142858
QF_LIA_tightrhombus,0.7619047619047621
QF_LRA_clocksynchro_7clocks,0.7999999999999999
QF_NRA_hong_9,0.6000000000000001
QF_RDL_orb08_888,0.4895104895104896
QF_UFLIA_xs_23_43,0.8846153846153846
QF_UF_PEQ018_size6,0.7999999999999999
