system,workload,autocorrelation
batik,corona,0.6882307564610499
batik,cranium,0.7340639860049639
batik,cubus,0.796122456799347
batik,flame,0.8252172287591621
batik,france,0.7358328976187121
batik,frisco,0.7250831988361042
batik,jelly,0.6703649596388407
batik,karte,0.7231768901916094
batik,mandelbrot,0.694160209471577
batik,strawberry,0.7228843372697807
batik,village,0.6362481117228646
