ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,82424.4
0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,90806.8
0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,83106.0
0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,73039.4
1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,83328.8
1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,82608.4
1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,89670.4
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,59751.8
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,84243.4
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,62676.2
1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,68137.6
1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,84114.6
1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,75991.8
0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,59351.8
1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,84489.6
0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,87158.6
0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,74495.6
1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,68916.8
0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,87479.8
0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,79029.6
1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,78431.6
1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,85285.2
0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,88592.4
1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,91017.2
0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,71691.0
1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,57150.6
1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,77731.0
0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,77888.4
0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,71447.6
0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,90863.0
1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,68155.2
0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,76000.0
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,62557.6
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,84943.8
0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,79665.0
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,70193.4
0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,92861.2
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,79653.8
1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,83276.4
0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,73050.0
1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,98005.4
0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,68537.0
1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,67228.8
0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,70415.4
1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,67682.4
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,83196.0
1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,72563.2
0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,86320.6
0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,85553.0
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,61517.6
0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,90792.6
0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,76056.8
0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,78857.2
1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,72015.2
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,84340.6
0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,87814.2
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,97017.6
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,94701.0
1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,74907.0
0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,77838.2
1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,80868.6
1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,87240.6
0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,88471.8
1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,71486.8
0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,89198.8
1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,67948.8
1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,74441.2
1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,69098.6
1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,69843.2
0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,68879.8
0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,64459.2
1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,75362.0
1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,75537.8
0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,94342.6
0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,76414.2
1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,91391.2
0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,68098.0
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,89743.6
1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,70530.4
1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,84155.8
0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,89354.8
0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,87648.0
1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,68693.6
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,80095.4
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,96812.4
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56733.4
1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,71392.4
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,74596.4
0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,81008.8
1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,78652.8
0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,92058.2
1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,68560.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,73659.6
1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,79909.4
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,84598.6
0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,68649.6
0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,62637.0
0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,73886.0
0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,66401.4
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,66393.8
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,59057.0
1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,82057.2
1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,86922.6
0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,73307.6
1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,89354.4
1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,80670.2
0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,82939.0
0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,82521.4
1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,74518.2
0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,79157.4
1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,69387.8
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,59867.4
1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,87237.0
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,61929.6
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,89411.8
1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,87515.2
0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,60907.2
0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,90112.4
0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,74335.0
1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,75142.6
1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,78342.2
1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,70084.8
1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,63524.2
1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,78076.0
1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,85315.8
1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,87671.8
0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,83915.6
0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,75097.2
1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,90974.2
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,70228.0
0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,84371.4
0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,87148.6
0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,73681.0
0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,64797.6
0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,85531.2
1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,76774.4
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,89198.0
1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,66813.8
1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,99590.0
1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,70746.4
0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,77524.0
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,73660.4
0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,72221.8
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,64729.0
0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,64957.6
0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,58816.0
1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,90197.0
1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,67993.2
1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,74110.2
1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,86968.2
1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,63871.6
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,69746.6
1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,76321.0
0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,89202.8
1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,89799.0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,64299.4
1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,62023.8
1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,83404.6
1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,70085.2
1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,76335.8
0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,58844.6
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,79481.0
1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,63787.6
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,74168.0
0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,66439.4
0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,87498.2
0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,69951.0
1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,90382.0
0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,81304.4
0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,75870.0
0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,72187.0
0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,65223.4
1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,91956.8
1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,73835.8
0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,81888.4
0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,97710.4
0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,84110.6
1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,85414.6
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,64684.2
0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,86150.6
1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,73123.2
0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,66731.6
0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,87139.0
1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,87826.6
0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,76502.2
0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,80730.4
1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,72828.0
0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,75236.2
1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,74329.0
0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,84676.2
1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,70861.4
1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,87102.4
1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,80875.8
1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,83527.0
0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,69537.4
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,65515.0
1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,87177.8
0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,82844.2
1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,64903.0
1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,90376.2
1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,68991.0
1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,81724.6
1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,92335.6
1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,77367.6
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,65337.2
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,83429.0
1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,98397.4
1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,74673.0
0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,69219.4
1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,81245.6
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,83014.0
0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,86092.0
0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,69261.4
0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,87349.2
1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,89919.4
1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,88701.8
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,71870.4
1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,83390.8
0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,65480.4
1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,68636.4
1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,86715.2
1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,76332.0
1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,82996.4
0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,85617.0
0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,86894.6
1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,84066.2
0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,83010.6
0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,68708.0
1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,85034.4
1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,83320.2
0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,66898.4
1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,76997.2
1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,67900.6
1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,83406.8
0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,82827.2
1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,66140.4
0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,87109.4
0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,87405.8
1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,79260.8
1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,70093.8
1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,58618.2
0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,94033.6
1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,80251.2
1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,73291.6
1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,70424.2
1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,87038.8
0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,63934.4
1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,79573.0
1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,89011.2
0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,83484.2
1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,70740.6
0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,68407.2
0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,66400.0
0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,89149.6
1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,89012.2
1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,63366.4
0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,79010.2
1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,72083.2
1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,72082.6
0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,85369.6
1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,91422.4
0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,85865.2
1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,95813.2
0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,79976.8
0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,67412.8
1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,83762.0
0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,88618.6
0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,71773.8
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,60409.8
0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,76973.0
0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,65070.8
1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,77423.8
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,85308.6
1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,94038.4
0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,83445.6
0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,74975.8
1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,70039.0
1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,69094.8
0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,73874.4
1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,72260.4
0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,71908.8
1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,85439.8
0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,63120.0
0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,90304.0
0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,88543.6
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,58756.8
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59912.4
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89101.0
1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,85220.6
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,70929.2
1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,77270.8
1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,74899.8
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56894.4
0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,82130.2
1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,89227.2
1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,87584.0
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,69204.2
1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,97374.0
0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,77059.0
1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,88406.4
1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,79622.4
0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,84169.6
0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,75922.8
0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,90161.6
0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,83938.2
0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,88418.6
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,67983.2
1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,67766.8
1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,79174.2
0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,66988.6
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,70981.0
1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,73772.8
1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,66362.8
0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,69926.6
0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,93135.6
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,68252.8
1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,68269.8
1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,82012.0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,90439.0
0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,88450.8
0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,76700.8
1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,72820.4
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,87732.2
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,63237.6
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,93159.8
1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,69494.2
0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,74208.4
1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,67831.0
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,66435.4
1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,64699.0
1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,84831.0
1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,88380.2
0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,78003.2
0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,77721.2
1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,97642.0
0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,92908.2
1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,86209.6
0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,83237.0
0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,87098.0
0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,71688.8
1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,87219.2
1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,75693.8
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,63296.6
1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,61123.0
0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,83322.2
1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,74004.8
1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,82422.6
0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,75584.2
1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,94552.2
0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,79271.0
1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,70785.8
0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,65050.8
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,79789.8
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,76826.6
1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,87441.4
1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,95317.8
0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,61994.8
0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,88475.8
1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,69862.0
1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,73847.0
0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,78676.4
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,96697.6
1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,92438.0
1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,65026.8
1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,90307.8
0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,79235.4
0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,66955.4
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,67139.8
1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,67546.2
1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,76157.2
0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,85566.4
1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,69638.2
1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,74307.8
0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,79915.0
1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,74075.4
