system,workload,FDC
a_LLVM,LLVM,0.6594068579200367
a_LLVM,LLVM_large,0.6412288250446073
a_LLVM,LLVM_medium,0.6454720933587128
a_LLVM,LLVM_small,0.6573527754365194
