system,workload,autocorrelation
lrzip,ambivert,-0.011590708155002852
lrzip,artificl,0.16708784537190044
lrzip,deepfield,0.01716320362065101
lrzip,enwik8,-0.03406071784431839
lrzip,fannie_mae_500k,-0.0065397872839332
lrzip,large,0.02581786785841997
lrzip,misc,0.179944094115065
lrzip,silesia,-0.022768914192559612
lrzip,uiq2-4,-0.023574114492839908
lrzip,uiq2-8,-0.009415680221783814
lrzip,uiq2-16,-0.03537195469338224
lrzip,uiq-32,0.024090627043788327
lrzip,vmlinux-5,0.03511232045781936
