system,workload,autocorrelation
h2,smallbank-1,0.778509532512362
h2,smallbank-10,0.8275653055243668
h2,tpcc-2,0.7704493246559136
h2,tpcc-8,0.1293964732284426
h2,voter-16,0.8073475150694142
h2,voter-2,0.8030513406792807
h2,ycsb-2400,0.6083968806816972
h2,ycsb-600,0.6867928404191133
