system,workload,FDC
kanzi,ambivert,0.20716789771983238
kanzi,artificl,0.3275625186999686
kanzi,deepfield,0.1230868203030113
kanzi,enwik8,0.18073645969835722
kanzi,fannie_mae_500k,0.12311912056503155
kanzi,large,0.19221219398080946
kanzi,misc,0.3337063279378979
kanzi,silesia,0.15028179481039466
kanzi,vmlinux,0.13765972779154165
