system,workload,FDC
lrzip,ambivert,0.024811451001305898
lrzip,artificl,0.1857709664320137
lrzip,deepfield,-0.03695409004875802
lrzip,enwik8,-0.07791420114641834
lrzip,fannie_mae_500k,-0.050140945677756406
lrzip,large,0.018833096550203994
lrzip,misc,0.19594102792831006
lrzip,silesia,-0.07465257100439206
lrzip,uiq2-4,-0.02534094824795928
lrzip,uiq2-8,0.01562577888815073
lrzip,uiq2-16,-0.07230194476460254
lrzip,uiq-32,0.0263205318088616
lrzip,vmlinux-5,0.07338059209084916
