system,workload,MemoryLimit_0,MemoryLimit_1,Nice_0,Nice_1,Depth_0,Depth_1,Dict_0,Dict_1,Dist_0,Dist_1,Multithreading_0,Multithreading_1,BlockSize_0,BlockSize_1,FlushTimeout_0,FlushTimeout_1,PositionBits_0,PositionBits_1,check_1,check_2,check_4,check_3,mfs_1,mfs_3,mfs_4,mfs_5,mfs_2
xz,ambivert,0.6816983904320978,0.6792546656548145,0.3539860853220073,0.08946929035813767,0.24523495585947333,0.18968382869574663,-0.028487445940811606,0.2643955737045152,0.4930795095497192,0.23949506809138518,0.6482558590067837,0.7022879056159864,0.5503268099249907,0.8400650558030115,0.5326631423942724,0.5309287965241778,0.590092080663018,0.6653567885467048,0.06714429948738465,0.480881451469557,0.5083274054957817,0.03932316215378185,0.8693383683742918,0.37782803726097836,1.0185640715124413,0.5328929447668704,0.9079489990183021
xz,artificl,0.11007589195647222,0.14146363468063014,0.03911797236941472,0.11569427751134671,0.2599434929564053,0.14567241158778035,-0.029504080351538,0.1283638198208293,-0.008614951020922945,0.10100303852698297,-0.027100285537359582,-0.05033314569246852,0.26857708007861686,0.005283596609360388,-0.09553054280464207,-0.05681240326778628,0.1987341905128453,0.16227389856051627,0.0739647678000886,0.4142287513313807,0.10103523860024352,0.19428247404629465,-0.0887380353915995,0.2553201622981204,0.08497261192424942,-0.07566938300349238,-0.014023109580659901
xz,deepfield,0.40065779314237776,0.8309251031653848,0.10524687541248266,0.44268494509937595,0.6037174684982478,0.2840220969639932,0.04953816619503427,0.750254372097049,0.27021371104055664,0.4144918499573256,1.020855844540478,1.03460183365665,0.21463366410409418,0.26494361492812357,0.529146654605853,0.5052889620365497,0.6848342973239964,0.7196612296237747,0.0781526365389914,0.07682953918586989,0.5145511990684483,0.5730884760622647,0.8300864359582041,0.3586891586293662,0.8087786049846746,0.5210943398513955,0.7142927932455472
xz,enwik8,0.2664024885378178,0.5571509543873573,0.08102768805883605,0.34180077727209474,0.20713194150043993,0.1614689197895999,0.6297940665550511,0.21173750076743528,0.5327185406313489,0.48835722819478905,1.002457106020909,0.6443417607758802,0.2557366493445814,0.16478605643681293,0.43282846072817943,1.3194422878559866,0.5887602272522183,0.45117447281575707,0.0609338566590191,0.5774658841026067,0.4198617160171074,0.06352654894373047,0.843403918778731,0.7857113280762391,1.0667041774829376,0.6467634081948481,0.6327388910493356
xz,fannie_mae_500k,0.6977492568138302,0.7077323862032734,0.09997294081771946,0.08886206720438455,0.48851832222755165,0.5010299357649881,0.5259665246379106,0.7120912531857171,0.8292282973231337,0.6278695774076924,0.7055610367893745,0.7193525691255478,0.05742219886963196,0.3267499417639047,0.6292666359905379,0.6733028554597473,0.6300417237734824,0.6100612862627597,0.6479848681066522,0.07547034168571311,0.5562605035902082,0.06685783918178517,0.8853738238298834,0.5226910830882914,1.0174073792507117,1.026004764313734,0.6982519271471282
xz,large,0.6065068247426189,0.32653470907815363,0.08083632841458792,0.0965015164542294,0.5489955645326822,0.1991357682075605,0.465935661095474,0.24538831654526033,0.7378219471066652,0.6756671239956942,0.579118976605735,0.6725828302164728,0.20724732887707362,0.7877197250856086,0.6240965015250168,0.5866935066319707,0.6083085547721501,0.5790421458510694,0.06649878591105746,0.08817523628617488,0.05858344152756497,0.69167643933306,0.3855887348844316,0.7881346622329853,0.8188519487871346,0.7645556660959822,0.22253887822516735
xz,misc,0.0830967451399621,0.06223387913332686,0.07327907736813279,0.06193694989878575,0.19960752341112808,0.1561500767198248,0.2722116312782625,0.0831979534873506,0.47096146992900034,0.3946754745241169,0.1322865585945475,0.5034402022621893,0.20223002128546075,0.31800251520281203,0.21009804829927897,-0.00711898754317759,0.5101511332021326,0.40399674686102766,0.08009024757573217,0.032640480202614106,0.010414092075225638,0.02488472412325911,0.7260489473610819,0.07778426524159604,0.4124126771887187,0.08983027200355317,0.022428523316487144
xz,silesia,0.6278235762556746,0.7038220135652592,0.1432870567952388,0.41421561234770377,0.4519569399289496,0.5068782877178368,0.0143194041507975,0.7616843270819873,0.37537478049200407,0.2055003462247319,1.0299627390304074,0.7075335490165154,0.39784238867859145,0.6357034371762691,0.7151661019787492,0.7287935750938377,0.4980322649698932,0.5114614595825935,0.0818927445616184,0.09167780045213847,0.07906123842164402,0.04990542544620192,0.7618017771425591,0.4250129678333497,1.022949993991359,0.8714965401090096,0.7279961066891595
xz,uiq2-4,0.6895434493872634,0.6902213740110339,0.11867551214699877,0.15812795197829435,0.2295337761760772,0.13882636400067858,0.8346049235608677,0.5726409867760106,0.276873026944404,0.6782378079714709,0.9976478267893426,0.7096377648437074,0.502742775062079,0.9625602785095893,1.1947446592533113,1.2931145373122157,0.5499924563989383,0.5058436852585818,0.03154193112450336,0.5830636475811981,0.049085271813814946,0.06915390641876928,0.7894781937243849,0.7804744419863439,0.7501484184029159,0.2774307485222464,0.43081805556740327
xz,uiq2-8,0.634194536433612,0.6549929787939942,0.09215530308651622,0.13772338899399758,0.2109984374605926,0.14233029457601146,0.7524204281128685,0.5766053096334595,0.28810118432133397,0.35315762974563514,0.9894082145571846,0.7104630541422913,0.8311496753414727,0.7454769575690141,0.38035578061928144,0.3638667641404914,0.5601258123392026,0.5564386494930258,0.05105293217684131,0.6220842304673767,0.5917002632538284,0.5906820758914281,0.7635446202424154,0.9169836466149929,0.6473582262653104,0.5023312704795618,0.5685759599899198
