system,workload,autocorrelation
xz,ambivert,0.629797908174346
xz,artificl,0.19576655487884612
xz,deepfield,0.6530508786500919
xz,enwik8,0.4909976722113339
xz,fannie_mae_500k,0.6259338172186337
xz,large,0.5968688991471093
xz,misc,0.5338088896701421
xz,silesia,0.549533059959637
xz,uiq2-4,0.581051903964792
xz,uiq2-8,0.5504255147879291
xz,uiq2-16,0.5681153429899956
xz,uiq-32,0.6120143383992048
xz,vmlinux-5,0.7142896030442402
